City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Safi,clear sky,68.16200000000006,67.11800000000008,68.16200000000006,68.16200000000006,1017,52,3.08,2024-01-11 13:37:20,2024-01-11 08:38:52,2024-01-11 18:49:55
